Method,Label,Model,Category,Precision,Recall,F1,LabelThreshold,HistThreshold
graph,head,mature,mature,0.4,0.4,0.4,0.40,0.9
graph,arm,mature,mature,0.429,0.3,0.353086419753,0.40,0.9
model,claw,juvenile,juvenile,0.7,0.389,0.500091827365,0.40,0.9
model,arm,juvenile,juvenile,0.923,0.6,0.727248850952,0.40,0.9
model,head,juvenile,juvenile,1.0,1.0,1.0,0.40,0.9
model,tail,juvenile,juvenile,1.0,1.0,1.0,0.40,0.9
model,body,juvenile,juvenile,1.0,1.0,1.0,0.40,0.9
graph,body,juvenile,juvenile,1.0,1.0,1.0,0.40,0.9
graph,claw,juvenile,juvenile,0.7,0.389,0.500091827365,0.40,0.9
graph,head,juvenile,juvenile,1.0,1.0,1.0,0.40,0.9
graph,arm,juvenile,juvenile,0.923,0.6,0.727248850952,0.40,0.9
model,claw,juvenile,mature,0.333,0.2,0.24990619137,0.40,0.9
model,arm,juvenile,mature,0.714,0.5,0.588138385502,0.40,0.9
model,head,juvenile,mature,0.5,0.5,0.5,0.40,0.9
model,tail,juvenile,mature,1.0,1.0,1.0,0.40,0.9
model,body,juvenile,mature,1.0,1.0,1.0,0.40,0.9
graph,body,juvenile,mature,1.0,1.0,1.0,0.40,0.9
graph,claw,juvenile,mature,0.333,0.2,0.24990619137,0.40,0.9
graph,head,juvenile,mature,0.5,0.5,0.5,0.40,0.9
graph,arm,juvenile,mature,0.714,0.5,0.588138385502,0.40,0.9
model,claw,mature,mature,0.833,0.455,0.588532608696,0.19,0.3
model,arm,mature,mature,0.455,0.417,0.435172018349,0.19,0.3
model,back,mature,mature,0.333,0.333,0.333,0.19,0.3
model,head,mature,mature,0.333,0.333,0.333,0.19,0.3
model,body,mature,mature,1.0,1.0,1.0,0.19,0.3
model,tail,mature,mature,0.833,0.833,0.833,0.19,0.3
graph,arm,mature,mature,0.5,0.417,0.454743729553,0.19,0.3
graph,claw,mature,mature,0.833,0.455,0.588532608696,0.19,0.3
graph,back,mature,mature,0.667,0.667,0.667,0.19,0.3
graph,head,mature,mature,0.333,0.333,0.333,0.19,0.3
graph,body,mature,mature,1.0,1.0,1.0,0.19,0.3
model,claw,mature,juvenile,0.5,0.267,0.348109517601,0.19,0.3
model,arm,mature,juvenile,0.522,0.6,0.558288770053,0.19,0.3
model,back,mature,juvenile,0.0,0.0,0,0.19,0.3
model,head,mature,juvenile,0.6,0.6,0.6,0.19,0.3
model,body,mature,juvenile,0.909,1.0,0.952331063384,0.19,0.3
graph,arm,mature,juvenile,0.435,0.5,0.465240641711,0.19,0.3
graph,claw,mature,juvenile,0.5,0.267,0.348109517601,0.19,0.3
graph,back,mature,juvenile,0.0,0.0,0,0.19,0.3
graph,head,mature,juvenile,0.7,0.7,0.7,0.19,0.3
graph,body,mature,juvenile,0.909,1.0,0.952331063384,0.19,0.3
graph,tail,mature,mature,1.0,1.0,1.0,0.19,0.3
model,tail,mature,juvenile,1.0,1.0,1.0,0.19,0.3
model,claw,juvenile,mature,0.25,0.143,0.181933842239,0.19,0.3
model,arm,juvenile,mature,0.667,0.5,0.571550985433,0.19,0.3
model,head,juvenile,mature,0.333,0.333,0.333,0.19,0.3
model,body,juvenile,mature,1.0,1.0,1.0,0.19,0.3
model,tail,juvenile,mature,0.75,0.75,0.75,0.19,0.3
graph,tail,juvenile,mature,0.0,0.0,0,0.19,0.3
graph,head,juvenile,mature,0.333,0.333,0.333,0.19,0.3
graph,body,juvenile,mature,1.0,1.0,1.0,0.19,0.3
graph,back,juvenile,mature,0.0,0.0,0,0.19,0.3
model,claw,juvenile,juvenile,0.8,0.444,0.571061093248,0.19,0.3
model,arm,juvenile,juvenile,0.923,0.6,0.727248850952,0.19,0.3
model,back,juvenile,juvenile,0.75,0.75,0.75,0.19,0.3
model,head,juvenile,juvenile,0.9,0.9,0.9,0.19,0.3
model,body,juvenile,juvenile,1.0,1.0,1.0,0.19,0.3
model,tail,juvenile,juvenile,0.889,0.889,0.889,0.19,0.3
graph,arm,juvenile,juvenile,1.0,0.65,0.787878787879,0.19,0.3
graph,claw,juvenile,juvenile,0.9,0.5,0.642857142857,0.19,0.3
graph,back,juvenile,juvenile,0.714,1.0,0.833138856476,0.19,0.3
graph,head,juvenile,juvenile,0.9,0.9,0.9,0.19,0.3
graph,body,juvenile,juvenile,1.0,1.0,1.0,0.19,0.3
graph,tail,juvenile,juvenile,1.0,1.0,1.0,0.19,0.3
graph,arm,juvenile,mature,0.75,0.6,0.666666666667,0.19,0.3
graph,claw,juvenile,mature,0.667,0.4,0.500093720712,0.19,0.3
model,back,juvenile,mature,0.0,0.0,0,0.19,0.3
model,tail,mature,mature,0.75,0.75,0.75,0.26,0.5
model,claw,mature,mature,0.667,0.364,0.470975751697,0.26,0.5
model,head,mature,mature,0.333,0.333,0.333,0.26,0.5
model,body,mature,mature,1.0,1.0,1.0,0.26,0.5
model,arm,mature,mature,0.4,0.333,0.36343792633,0.26,0.5
graph,head,mature,mature,0.333,0.333,0.333,0.26,0.5
graph,body,mature,mature,1.0,1.0,1.0,0.26,0.5
graph,arm,mature,mature,0.444,0.333,0.380571428571,0.26,0.5
graph,claw,mature,mature,0.667,0.364,0.470975751697,0.26,0.5
model,head,mature,juvenile,0.7,0.7,0.7,0.26,0.5
model,body,mature,juvenile,1.0,1.0,1.0,0.26,0.5
model,arm,mature,juvenile,0.571,0.6,0.585140905209,0.26,0.5
model,claw,mature,juvenile,0.625,0.333,0.434498956159,0.26,0.5
graph,head,mature,juvenile,0.8,0.8,0.8,0.26,0.5
graph,body,mature,juvenile,1.0,1.0,1.0,0.26,0.5
graph,arm,mature,juvenile,0.524,0.55,0.536685288641,0.26,0.5
graph,claw,mature,juvenile,0.625,0.333,0.434498956159,0.26,0.5
model,tail,mature,juvenile,1.0,1.0,1.0,0.26,0.5
model,tail,juvenile,mature,0.75,0.75,0.75,0.26,0.5
model,head,juvenile,mature,0.286,0.333,0.307715670436,0.26,0.5
model,body,juvenile,mature,1.0,1.0,1.0,0.26,0.5
model,back,juvenile,mature,0.0,0.0,0,0.26,0.5
graph,tail,juvenile,mature,0.0,0.0,0,0.26,0.5
graph,head,juvenile,mature,0.286,0.333,0.307715670436,0.26,0.5
graph,body,juvenile,mature,1.0,1.0,1.0,0.26,0.5
graph,back,juvenile,mature,0.0,0.0,0,0.26,0.5
model,tail,juvenile,juvenile,0.889,0.889,0.889,0.26,0.5
model,back,juvenile,juvenile,0.5,0.5,0.5,0.26,0.5
model,claw,juvenile,juvenile,0.8,0.444,0.571061093248,0.26,0.5
model,head,juvenile,juvenile,1.0,1.0,1.0,0.26,0.5
model,body,juvenile,juvenile,1.0,1.0,1.0,0.26,0.5
model,arm,juvenile,juvenile,0.923,0.6,0.727248850952,0.26,0.5
graph,tail,juvenile,juvenile,1.0,1.0,1.0,0.26,0.5
graph,back,juvenile,juvenile,0.6,0.75,0.666666666667,0.26,0.5
graph,claw,juvenile,juvenile,0.889,0.471,0.615763235294,0.26,0.5
graph,head,juvenile,juvenile,1.0,1.0,1.0,0.26,0.5
graph,body,juvenile,juvenile,1.0,1.0,1.0,0.26,0.5
graph,arm,juvenile,juvenile,1.0,0.55,0.709677419355,0.26,0.5
model,claw,juvenile,mature,0.333,0.2,0.24990619137,0.26,0.5
model,arm,juvenile,mature,0.75,0.6,0.666666666667,0.26,0.5
graph,arm,juvenile,mature,0.625,0.5,0.555555555556,0.26,0.5
graph,claw,juvenile,mature,0.333,0.2,0.24990619137,0.26,0.5
model,body,mature,mature,1.0,1.0,1.0,0.11,0.3
model,claw,mature,mature,0.833,0.455,0.588532608696,0.11,0.3
model,back,mature,mature,0.333,0.4,0.36343792633,0.11,0.3
model,arm,mature,mature,0.5,0.5,0.5,0.11,0.3
model,tail,mature,mature,0.833,0.833,0.833,0.11,0.3
model,head,mature,mature,0.333,0.333,0.333,0.11,0.3
graph,body,mature,mature,1.0,1.0,1.0,0.11,0.3
graph,claw,mature,mature,0.667,0.364,0.470975751697,0.11,0.3
graph,back,mature,mature,0.556,1.0,0.714652956298,0.11,0.3
graph,arm,mature,mature,0.333,0.333,0.333,0.11,0.3
graph,tail,mature,mature,0.833,0.833,0.833,0.11,0.3
graph,head,mature,mature,0.333,0.333,0.333,0.11,0.3
model,body,mature,juvenile,0.909,1.0,0.952331063384,0.11,0.3
model,claw,mature,juvenile,0.5,0.267,0.348109517601,0.11,0.3
model,back,mature,juvenile,0.1,0.167,0.125093632959,0.11,0.3
model,arm,mature,juvenile,0.481,0.65,0.552873563218,0.11,0.3
model,tail,mature,juvenile,0.4,0.4,0.4,0.11,0.3
model,head,mature,juvenile,0.545,0.6,0.571179039301,0.11,0.3
graph,body,mature,juvenile,0.909,1.0,0.952331063384,0.11,0.3
graph,claw,mature,juvenile,0.429,0.231,0.3003,0.11,0.3
graph,back,mature,juvenile,0.091,0.167,0.11780620155,0.11,0.3
graph,arm,mature,juvenile,0.385,0.5,0.435028248588,0.11,0.3
graph,head,mature,juvenile,0.7,0.7,0.7,0.11,0.3
graph,tail,mature,juvenile,0.333,0.333,0.333,0.11,0.3
model,body,juvenile,mature,1.0,1.0,1.0,0.11,0.3
model,claw,juvenile,mature,0.25,0.143,0.181933842239,0.11,0.3
model,arm,juvenile,mature,0.667,0.5,0.571550985433,0.11,0.3
model,tail,juvenile,mature,0.8,0.8,0.8,0.11,0.3
model,head,juvenile,mature,0.333,0.333,0.333,0.11,0.3
graph,body,juvenile,mature,1.0,1.0,1.0,0.11,0.3
graph,tail,juvenile,mature,0.0,0.0,0,0.11,0.3
graph,head,juvenile,mature,0.333,0.333,0.333,0.11,0.3
graph,back,juvenile,mature,0.0,0.0,0,0.11,0.3
model,body,juvenile,juvenile,1.0,1.0,1.0,0.11,0.3
model,claw,juvenile,juvenile,0.8,0.444,0.571061093248,0.11,0.3
model,back,juvenile,juvenile,0.6,0.75,0.666666666667,0.11,0.3
model,arm,juvenile,juvenile,0.923,0.6,0.727248850952,0.11,0.3
model,tail,juvenile,juvenile,0.889,0.889,0.889,0.11,0.3
model,head,juvenile,juvenile,0.9,0.9,0.9,0.11,0.3
graph,body,juvenile,juvenile,1.0,1.0,1.0,0.11,0.3
graph,claw,juvenile,juvenile,1.0,0.563,0.72040946897,0.11,0.3
graph,back,juvenile,juvenile,0.5,0.833,0.624906226557,0.11,0.3
graph,arm,juvenile,juvenile,1.0,0.7,0.823529411765,0.11,0.3
graph,tail,juvenile,juvenile,0.857,0.857,0.857,0.11,0.3
graph,head,juvenile,juvenile,0.9,0.9,0.9,0.11,0.3
graph,claw,juvenile,mature,0.667,0.4,0.500093720712,0.11,0.3
graph,arm,juvenile,mature,0.75,0.6,0.666666666667,0.11,0.3
model,back,juvenile,mature,0.0,0.0,0,0.11,0.3
model,back,mature,mature,0.333,0.4,0.36343792633,0.15,0.3
model,arm,mature,mature,0.5,0.5,0.5,0.15,0.3
model,head,mature,mature,0.333,0.333,0.333,0.15,0.3
model,tail,mature,mature,0.833,0.833,0.833,0.15,0.3
model,claw,mature,mature,0.833,0.455,0.588532608696,0.15,0.3
model,body,mature,mature,1.0,1.0,1.0,0.15,0.3
graph,back,mature,mature,0.5,0.8,0.615384615385,0.15,0.3
graph,arm,mature,mature,0.333,0.333,0.333,0.15,0.3
graph,head,mature,mature,0.333,0.333,0.333,0.15,0.3
graph,tail,mature,mature,0.8,0.8,0.8,0.15,0.3
graph,claw,mature,mature,0.667,0.364,0.470975751697,0.15,0.3
graph,body,mature,mature,1.0,1.0,1.0,0.15,0.3
model,back,mature,juvenile,0.111,0.167,0.13335971223,0.15,0.3
model,arm,mature,juvenile,0.462,0.6,0.522033898305,0.15,0.3
model,head,mature,juvenile,0.545,0.6,0.571179039301,0.15,0.3
model,tail,mature,juvenile,0.4,0.4,0.4,0.15,0.3
model,claw,mature,juvenile,0.5,0.267,0.348109517601,0.15,0.3
model,body,mature,juvenile,0.909,1.0,0.952331063384,0.15,0.3
graph,back,mature,juvenile,0.111,0.167,0.13335971223,0.15,0.3
graph,arm,mature,juvenile,0.4,0.5,0.444444444444,0.15,0.3
graph,head,mature,juvenile,0.7,0.7,0.7,0.15,0.3
graph,claw,mature,juvenile,0.429,0.231,0.3003,0.15,0.3
graph,body,mature,juvenile,0.909,1.0,0.952331063384,0.15,0.3
graph,tail,mature,juvenile,0.5,0.5,0.5,0.15,0.3
model,arm,juvenile,mature,0.667,0.5,0.571550985433,0.15,0.3
model,head,juvenile,mature,0.333,0.333,0.333,0.15,0.3
model,tail,juvenile,mature,0.75,0.75,0.75,0.15,0.3
model,claw,juvenile,mature,0.25,0.143,0.181933842239,0.15,0.3
model,body,juvenile,mature,1.0,1.0,1.0,0.15,0.3
graph,back,juvenile,mature,0.0,0.0,0,0.15,0.3
graph,head,juvenile,mature,0.333,0.333,0.333,0.15,0.3
graph,body,juvenile,mature,1.0,1.0,1.0,0.15,0.3
graph,tail,juvenile,mature,0.0,0.0,0,0.15,0.3
model,back,juvenile,juvenile,0.75,0.75,0.75,0.15,0.3
model,arm,juvenile,juvenile,0.923,0.6,0.727248850952,0.15,0.3
model,head,juvenile,juvenile,0.9,0.9,0.9,0.15,0.3
model,tail,juvenile,juvenile,0.889,0.889,0.889,0.15,0.3
model,claw,juvenile,juvenile,0.8,0.444,0.571061093248,0.15,0.3
model,body,juvenile,juvenile,1.0,1.0,1.0,0.15,0.3
graph,back,juvenile,juvenile,0.625,1.0,0.769230769231,0.15,0.3
graph,arm,juvenile,juvenile,1.0,0.65,0.787878787879,0.15,0.3
graph,head,juvenile,juvenile,0.9,0.9,0.9,0.15,0.3
graph,tail,juvenile,juvenile,0.857,0.857,0.857,0.15,0.3
graph,claw,juvenile,juvenile,1.0,0.563,0.72040946897,0.15,0.3
graph,body,juvenile,juvenile,1.0,1.0,1.0,0.15,0.3
graph,claw,juvenile,mature,0.667,0.4,0.500093720712,0.15,0.3
graph,arm,juvenile,mature,0.75,0.6,0.666666666667,0.15,0.3
model,back,juvenile,mature,0.0,0.0,0,0.15,0.3
model,tail,mature,mature,0.8,0.8,0.8,0.22,0.5
model,head,mature,mature,0.333,0.333,0.333,0.22,0.5
model,body,mature,mature,1.0,1.0,1.0,0.22,0.5
model,claw,mature,mature,0.667,0.364,0.470975751697,0.22,0.5
model,arm,mature,mature,0.364,0.333,0.34781061693,0.22,0.5
graph,claw,mature,mature,0.667,0.364,0.470975751697,0.22,0.5
graph,head,mature,mature,0.333,0.333,0.333,0.22,0.5
graph,body,mature,mature,1.0,1.0,1.0,0.22,0.5
graph,arm,mature,mature,0.444,0.333,0.380571428571,0.22,0.5
model,claw,mature,juvenile,0.625,0.333,0.434498956159,0.22,0.5
model,head,mature,juvenile,0.7,0.7,0.7,0.22,0.5
model,body,mature,juvenile,1.0,1.0,1.0,0.22,0.5
model,arm,mature,juvenile,0.545,0.6,0.571179039301,0.22,0.5
graph,claw,mature,juvenile,0.625,0.333,0.434498956159,0.22,0.5
graph,head,mature,juvenile,0.8,0.8,0.8,0.22,0.5
graph,body,mature,juvenile,1.0,1.0,1.0,0.22,0.5
graph,arm,mature,juvenile,0.524,0.55,0.536685288641,0.22,0.5
model,tail,mature,juvenile,1.0,1.0,1.0,0.22,0.5
model,tail,juvenile,mature,0.75,0.75,0.75,0.22,0.5
model,head,juvenile,mature,0.286,0.333,0.307715670436,0.22,0.5
model,body,juvenile,mature,1.0,1.0,1.0,0.22,0.5
model,back,juvenile,mature,0.0,0.0,0,0.22,0.5
graph,tail,juvenile,mature,0.0,0.0,0,0.22,0.5
graph,head,juvenile,mature,0.286,0.333,0.307715670436,0.22,0.5
graph,body,juvenile,mature,1.0,1.0,1.0,0.22,0.5
graph,back,juvenile,mature,0.0,0.0,0,0.22,0.5
model,tail,juvenile,juvenile,0.889,0.889,0.889,0.22,0.5
model,head,juvenile,juvenile,0.9,0.9,0.9,0.22,0.5
model,body,juvenile,juvenile,1.0,1.0,1.0,0.22,0.5
model,back,juvenile,juvenile,0.75,0.75,0.75,0.22,0.5
model,claw,juvenile,juvenile,0.8,0.444,0.571061093248,0.22,0.5
model,arm,juvenile,juvenile,0.923,0.6,0.727248850952,0.22,0.5
graph,tail,juvenile,juvenile,1.0,1.0,1.0,0.22,0.5
graph,head,juvenile,juvenile,0.9,0.9,0.9,0.22,0.5
graph,body,juvenile,juvenile,1.0,1.0,1.0,0.22,0.5
graph,back,juvenile,juvenile,0.714,1.0,0.833138856476,0.22,0.5
graph,claw,juvenile,juvenile,0.9,0.5,0.642857142857,0.22,0.5
graph,arm,juvenile,juvenile,1.0,0.65,0.787878787879,0.22,0.5
model,claw,juvenile,mature,0.333,0.2,0.24990619137,0.22,0.5
model,arm,juvenile,mature,0.75,0.6,0.666666666667,0.22,0.5
graph,claw,juvenile,mature,0.333,0.2,0.24990619137,0.22,0.5
graph,arm,juvenile,mature,0.625,0.5,0.555555555556,0.22,0.5
model,head,mature,mature,0.25,0.286,0.266791044776,0.09,0.5
model,back,mature,mature,0.25,0.333,0.285591766724,0.09,0.5
model,arm,mature,mature,0.368,0.438,0.399960297767,0.09,0.5
model,claw,mature,mature,0.625,0.357,0.454429735234,0.09,0.5
model,tail,mature,mature,0.833,0.833,0.833,0.09,0.5
model,body,mature,mature,0.889,1.0,0.941238750662,0.09,0.5
graph,head,mature,mature,0.25,0.286,0.266791044776,0.09,0.5
graph,back,mature,mature,0.5,1.0,0.666666666667,0.09,0.5
graph,arm,mature,mature,0.333,0.375,0.352754237288,0.09,0.5
graph,claw,mature,mature,0.625,0.357,0.454429735234,0.09,0.5
graph,tail,mature,mature,0.857,0.857,0.857,0.09,0.5
graph,body,mature,mature,0.889,1.0,0.941238750662,0.09,0.5
model,head,mature,juvenile,0.636,0.7,0.666467065868,0.09,0.5
model,back,mature,juvenile,0.091,0.167,0.11780620155,0.09,0.5
model,arm,mature,juvenile,0.5,0.65,0.565217391304,0.09,0.5
model,claw,mature,juvenile,0.625,0.333,0.434498956159,0.09,0.5
model,tail,mature,juvenile,0.333,0.333,0.333,0.09,0.5
model,body,mature,juvenile,0.909,1.0,0.952331063384,0.09,0.5
graph,head,mature,juvenile,0.7,0.7,0.7,0.09,0.5
graph,back,mature,juvenile,0.083,0.167,0.110888,0.09,0.5
graph,arm,mature,juvenile,0.44,0.55,0.488888888889,0.09,0.5
graph,claw,mature,juvenile,0.429,0.231,0.3003,0.09,0.5
graph,body,mature,juvenile,1.0,1.0,1.0,0.09,0.5
graph,tail,mature,juvenile,0.25,0.25,0.25,0.09,0.5
model,head,juvenile,mature,0.333,0.333,0.333,0.09,0.5
model,arm,juvenile,mature,0.7,0.583,0.636165237724,0.09,0.5
model,claw,juvenile,mature,0.4,0.222,0.285530546624,0.09,0.5
model,tail,juvenile,mature,0.8,0.8,0.8,0.09,0.5
model,body,juvenile,mature,1.0,1.0,1.0,0.09,0.5
graph,head,juvenile,mature,0.333,0.333,0.333,0.09,0.5
graph,back,juvenile,mature,0.167,0.2,0.182016348774,0.09,0.5
graph,tail,juvenile,mature,0.0,0.0,0,0.09,0.5
graph,body,juvenile,mature,1.0,1.0,1.0,0.09,0.5
model,head,juvenile,juvenile,0.9,0.9,0.9,0.09,0.5
model,back,juvenile,juvenile,0.6,0.75,0.666666666667,0.09,0.5
model,arm,juvenile,juvenile,0.923,0.6,0.727248850952,0.09,0.5
model,claw,juvenile,juvenile,0.8,0.444,0.571061093248,0.09,0.5
model,tail,juvenile,juvenile,1.0,1.0,1.0,0.09,0.5
model,body,juvenile,juvenile,1.0,1.0,1.0,0.09,0.5
graph,head,juvenile,juvenile,0.9,0.9,0.9,0.09,0.5
graph,back,juvenile,juvenile,0.5,0.833,0.624906226557,0.09,0.5
graph,arm,juvenile,juvenile,0.933,0.7,0.799877526026,0.09,0.5
graph,claw,juvenile,juvenile,1.0,0.563,0.72040946897,0.09,0.5
graph,tail,juvenile,juvenile,0.875,1.0,0.933333333333,0.09,0.5
graph,body,juvenile,juvenile,1.0,1.0,1.0,0.09,0.5
model,back,juvenile,mature,0.25,0.333,0.285591766724,0.09,0.5
graph,arm,juvenile,mature,0.75,0.6,0.666666666667,0.09,0.5
graph,claw,juvenile,mature,0.667,0.4,0.500093720712,0.09,0.5
model,claw,mature,juvenile,0.571,0.308,0.400154721274,0.40,0.7
model,head,mature,juvenile,0.571,0.571,0.571,0.40,0.7
model,arm,mature,juvenile,0.563,0.563,0.563,0.40,0.7
model,body,mature,juvenile,1.0,1.0,1.0,0.40,0.7
graph,claw,mature,juvenile,0.571,0.308,0.400154721274,0.40,0.7
graph,arm,mature,juvenile,0.5,0.5,0.5,0.40,0.7
graph,head,mature,juvenile,0.714,0.714,0.714,0.40,0.7
graph,body,mature,juvenile,1.0,1.0,1.0,0.40,0.7
model,claw,mature,mature,0.8,0.444,0.571061093248,0.40,0.7
model,head,mature,mature,0.4,0.4,0.4,0.40,0.7
model,arm,mature,mature,0.571,0.4,0.47044284243,0.40,0.7
model,body,mature,mature,1.0,1.0,1.0,0.40,0.7
graph,claw,mature,mature,0.8,0.444,0.571061093248,0.40,0.7
graph,arm,mature,mature,0.571,0.4,0.47044284243,0.40,0.7
graph,head,mature,mature,0.4,0.4,0.4,0.40,0.7
graph,body,mature,mature,1.0,1.0,1.0,0.40,0.7
model,head,juvenile,juvenile,1.0,1.0,1.0,0.40,0.7
model,tail,juvenile,juvenile,1.0,1.0,1.0,0.40,0.7
model,arm,juvenile,juvenile,0.923,0.6,0.727248850952,0.40,0.7
model,claw,juvenile,juvenile,0.8,0.444,0.571061093248,0.40,0.7
model,body,juvenile,juvenile,1.0,1.0,1.0,0.40,0.7
graph,claw,juvenile,juvenile,0.8,0.444,0.571061093248,0.40,0.7
graph,arm,juvenile,juvenile,0.923,0.6,0.727248850952,0.40,0.7
graph,head,juvenile,juvenile,1.0,1.0,1.0,0.40,0.7
graph,body,juvenile,juvenile,1.0,1.0,1.0,0.40,0.7
model,head,juvenile,mature,0.4,0.4,0.4,0.40,0.7
model,tail,juvenile,mature,1.0,1.0,1.0,0.40,0.7
model,arm,juvenile,mature,0.75,0.6,0.666666666667,0.40,0.7
model,claw,juvenile,mature,0.333,0.2,0.24990619137,0.40,0.7
model,body,juvenile,mature,1.0,1.0,1.0,0.40,0.7
graph,claw,juvenile,mature,0.333,0.2,0.24990619137,0.40,0.7
graph,arm,juvenile,mature,0.75,0.6,0.666666666667,0.40,0.7
graph,head,juvenile,mature,0.4,0.4,0.4,0.40,0.7
graph,body,juvenile,mature,1.0,1.0,1.0,0.40,0.7
model,head,mature,mature,0.273,0.333,0.30002970297,0.05,0.5
model,tail,mature,mature,0.857,0.857,0.857,0.05,0.5
model,arm,mature,mature,0.435,0.5,0.465240641711,0.05,0.5
model,body,mature,mature,0.909,1.0,0.952331063384,0.05,0.5
model,claw,mature,mature,0.7,0.389,0.500091827365,0.05,0.5
model,back,mature,mature,0.3,0.429,0.353086419753,0.05,0.5
graph,head,mature,mature,0.2,0.222,0.210426540284,0.05,0.5
graph,arm,mature,mature,0.318,0.35,0.333233532934,0.05,0.5
graph,body,mature,mature,0.909,1.0,0.952331063384,0.05,0.5
graph,claw,mature,mature,0.7,0.389,0.500091827365,0.05,0.5
graph,back,mature,mature,0.429,0.857,0.571777604977,0.05,0.5
graph,tail,mature,mature,0.857,0.857,0.857,0.05,0.5
model,head,mature,juvenile,0.7,0.7,0.7,0.05,0.5
model,tail,mature,juvenile,0.25,0.25,0.25,0.05,0.5
model,arm,mature,juvenile,0.414,0.6,0.489940828402,0.05,0.5
model,body,mature,juvenile,0.833,1.0,0.908892525914,0.05,0.5
model,claw,mature,juvenile,0.556,0.313,0.400524741082,0.05,0.5
model,back,mature,juvenile,0.091,0.167,0.11780620155,0.05,0.5
graph,head,mature,juvenile,0.6,0.6,0.6,0.05,0.5
graph,tail,mature,juvenile,0.143,0.143,0.143,0.05,0.5
graph,arm,mature,juvenile,0.417,0.5,0.454743729553,0.05,0.5
graph,body,mature,juvenile,0.833,1.0,0.908892525914,0.05,0.5
graph,claw,mature,juvenile,0.375,0.214,0.272495755518,0.05,0.5
graph,back,mature,juvenile,0.071,0.167,0.0996386554622,0.05,0.5
model,head,juvenile,mature,0.333,0.333,0.333,0.05,0.5
model,tail,juvenile,mature,0.8,0.8,0.8,0.05,0.5
model,arm,juvenile,mature,0.7,0.583,0.636165237724,0.05,0.5
model,body,juvenile,mature,1.0,1.0,1.0,0.05,0.5
model,claw,juvenile,mature,0.4,0.222,0.285530546624,0.05,0.5
graph,head,juvenile,mature,0.333,0.333,0.333,0.05,0.5
graph,tail,juvenile,mature,0.0,0.0,0,0.05,0.5
graph,arm,juvenile,mature,0.667,0.5,0.571550985433,0.05,0.5
graph,body,juvenile,mature,1.0,1.0,1.0,0.05,0.5
graph,back,juvenile,mature,0.167,0.2,0.182016348774,0.05,0.5
model,head,juvenile,juvenile,0.9,0.9,0.9,0.05,0.5
model,tail,juvenile,juvenile,1.0,1.0,1.0,0.05,0.5
model,arm,juvenile,juvenile,0.857,0.6,0.705833905285,0.05,0.5
model,body,juvenile,juvenile,1.0,1.0,1.0,0.05,0.5
model,claw,juvenile,juvenile,0.8,0.444,0.571061093248,0.05,0.5
model,back,juvenile,juvenile,0.5,0.6,0.545454545455,0.05,0.5
graph,head,juvenile,juvenile,1.0,1.0,1.0,0.05,0.5
graph,tail,juvenile,juvenile,1.0,1.0,1.0,0.05,0.5
graph,arm,juvenile,juvenile,0.933,0.7,0.799877526026,0.05,0.5
graph,body,juvenile,juvenile,1.0,1.0,1.0,0.05,0.5
graph,claw,juvenile,juvenile,1.0,0.563,0.72040946897,0.05,0.5
graph,back,juvenile,juvenile,0.5,0.833,0.624906226557,0.05,0.5
model,back,juvenile,mature,0.25,0.333,0.285591766724,0.05,0.5
graph,claw,juvenile,mature,0.667,0.4,0.500093720712,0.05,0.5
model,body,mature,mature,0.909,1.0,0.952331063384,0.04,0.3
model,tail,mature,mature,0.75,0.75,0.75,0.04,0.3
model,arm,mature,mature,0.409,0.45,0.428521536671,0.04,0.3
model,back,mature,mature,0.2,0.286,0.235390946502,0.04,0.3
model,head,mature,mature,0.25,0.333,0.285591766724,0.04,0.3
model,claw,mature,mature,0.8,0.444,0.571061093248,0.04,0.3
graph,tail,mature,mature,0.75,0.75,0.75,0.04,0.3
graph,body,mature,mature,0.909,1.0,0.952331063384,0.04,0.3
graph,arm,mature,mature,0.273,0.3,0.285863874346,0.04,0.3
graph,back,mature,mature,0.4,0.857,0.545425616547,0.04,0.3
graph,head,mature,mature,0.2,0.222,0.210426540284,0.04,0.3
graph,claw,mature,mature,0.7,0.389,0.500091827365,0.04,0.3
model,body,mature,juvenile,0.625,1.0,0.769230769231,0.04,0.3
model,tail,mature,juvenile,0.25,0.25,0.25,0.04,0.3
model,arm,mature,juvenile,0.4,0.6,0.48,0.04,0.3
model,back,mature,juvenile,0.091,0.167,0.11780620155,0.04,0.3
model,head,mature,juvenile,0.6,0.6,0.6,0.04,0.3
model,claw,mature,juvenile,0.4,0.222,0.285530546624,0.04,0.3
graph,tail,mature,juvenile,0.222,0.222,0.222,0.04,0.3
graph,body,mature,juvenile,0.714,1.0,0.833138856476,0.04,0.3
graph,arm,mature,juvenile,0.357,0.5,0.416569428238,0.04,0.3
graph,back,mature,juvenile,0.063,0.167,0.0914869565217,0.04,0.3
graph,head,mature,juvenile,0.6,0.6,0.6,0.04,0.3
graph,claw,mature,juvenile,0.375,0.2,0.260869565217,0.04,0.3
model,tail,juvenile,mature,0.8,0.8,0.8,0.04,0.3
model,body,juvenile,mature,1.0,1.0,1.0,0.04,0.3
model,arm,juvenile,mature,0.8,0.667,0.727471029312,0.04,0.3
model,back,juvenile,mature,0.2,0.25,0.222222222222,0.04,0.3
